Year,Biomass1,Biomass2,Biomass3,Biomass4,Biomass5,Biomass6,PctShade,ShadeClass,NumCohorts1,NumCohorts2,NumCohorts3,NumCohorts4,NumCohorts5,NumCohorts6,DeadWoodyBio
0,187,299,204,133,501,87,0,0,1,1,1,1,1,1,0
1,353,319,212,271,569,146,9.32110457581497,0,1,1,1,1,1,1,0
2,584,337,219,466,645,220,12.3168178646197,0,1,1,1,1,1,1,0
3,868,354,225,702,729,294,15.8109859435749,1,1,1,1,1,1,1,0
4,1190,370,231,953,822,520,20.3668627255508,1,1,1,1,1,1,1,98.249148541481
5,1519,385,237,1134,926,536,23.6118034094308,1,1,1,1,1,1,1,291.657693695767
6,1852,401,244,1170,1042,536,26.1439537433955,1,1,1,1,1,1,1,486.898784591348
7,2164,417,252,1171,1172,536,28.4717376133985,1,1,1,1,1,1,1,694.993018471239
8,2417,434,261,1171,1320,536,30.6001395673412,1,1,1,1,1,1,1,958.238073669708
9,2593,452,271,1171,1491,536,32.4693450304057,1,1,1,1,1,1,1,1258.83745218528
10,2703,645,283,1248,1982,586,34.1790449606221,1,1,2,1,2,2,2,1570.74758200873
11,2719,670,300,1258,2207,590,38.6003389492573,2,1,2,1,2,2,2,1858.24962128467
12,2725,697,318,1268,2474,594,40.2552088525571,2,1,2,1,2,2,2,2132.90723277674
13,2726,728,323,1279,2793,598,42.1044761240155,2,1,2,1,2,2,2,2376.39408180089
14,2726,762,328,1291,3175,602,44.2827235569734,2,1,2,1,2,2,2,2590.43426932397
15,2726,802,332,1303,3633,606,46.8647193699531,2,1,2,1,2,2,2,2775.88256563732
16,2726,850,335,1315,4177,610,49.9102781377729,3,1,2,1,2,2,2,2933.88496043481
17,2726,908,337,1327,4815,614,53.4692453394477,3,1,2,1,2,2,2,3065.67679519108
18,2726,981,339,1338,5541,618,57.5366364270761,3,1,2,1,2,2,2,3212.27689008148
19,2726,1021,340,1348,6332,622,61.7535639517496,3,1,2,1,2,2,2,3347.91807473012
20,2726,1032,342,1358,7146,656,65.9455687369156,4,1,2,1,2,2,3,3550.6908030186
21,2726,1041,343,1367,7922,661,70.082743495165,4,1,2,1,2,2,3,3872.85618439679
22,2726,1054,347,1377,8616,666,73.7015252716579,4,1,2,1,2,2,3,4312.43864171948
23,2726,1070,355,1389,9208,674,76.8716977370153,4,1,2,1,2,2,3,4848.65398352398
24,2726,1088,365,1401,9703,690,79.6181836307447,4,1,2,1,2,2,3,5456.30447027333
25,2726,1109,376,1414,10117,713,82.0207357192703,4,1,2,1,2,2,3,6115.78991117374
26,2726,1133,387,1427,10469,741,84.1541222211145,4,1,2,1,2,2,3,6811.14974981866
27,2726,1160,398,1442,10772,771,86.0781577110956,4,1,2,1,2,2,3,7530.19541293561
28,2726,1189,409,1458,11037,803,87.837703120327,4,1,2,1,2,2,3,8263.89552381959
29,2726,1220,420,1475,11275,835,89.4776193799222,5,1,2,1,2,2,3,9005.312412674
30,2726,1253,431,1493,11492,887,91.0278137772904,5,1,2,1,2,2,4,9748.59728595809
31,2726,1287,442,1512,11692,918,92.5979463662646,5,1,2,1,2,2,4,10489.7440851761
32,2726,1322,454,1532,11880,948,94.0185425181936,5,1,2,1,2,2,4,11225.0680397822
33,2726,1357,466,1552,12056,977,95.3743395474031,5,1,2,1,2,2,4,11961.6589012124
34,2726,1392,478,1574,12212,1004,96.6304456185824,5,1,2,1,2,2,4,12710.4843859225
35,2726,1428,490,1596,12339,1030,97.7419998006181,5,1,2,1,2,2,4,13459.5123156979
36,2726,1466,502,1620,12444,1057,98.7688166683282,5,1,2,1,2,2,4,14197.671400409
37,2726,1504,514,1644,12539,1084,99.7457880570232,5,1,2,1,2,2,4,14926.1781476527
38,2726,1543,526,1668,12624,1110,100,5,1,2,1,2,2,4,15643.6870478878
39,2726,1581,539,1693,12699,1135,100,5,1,2,1,2,2,4,16349.9612556148
40,2726,1619,552,1718,12766,1176,100,5,1,2,1,2,2,5,17043.1613523003
